File Component,Field Name,Field Description,Level,Type,Length,"Fixed Width
files only",,Repricer,Position,Secomdary Editing,Position,
Detail,OCCUR_SPAN_CODE_23,This field defines the Occurrence Span Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence span code is defined by a span of time rather than by a single date.  Segment Repeat.,Claim,Text,2,7052,7053,Y,659,Y,,
Detail,OCCUR_SPAN_FROM_DATE_23,From date associated with OCCUR_SPAN_CODE_23.  Expected when corresponding OCCUR_SPAN_CODE is submitted.  Segment Repeat.,Claim,"Date
YYYYMMDD",8,7054,7061,Y,660,Y,,
Detail,OCCUR_SPAN_TO_DATE_23,To date associated with OCCUR_SPAN_CODE_23.  Expected when corresponding OCCUR_SPAN_CODE is submitted.  Segment Repeat.,Claim,"Date
YYYYMMDD",8,7062,7069,Y,661,Y,,
Detail,OCCUR_SPAN_CODE_24,This field defines the Occurrence Span Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence span code is defined by a span of time rather than by a single date.,Claim,Text,2,7070,7071,Y,662,Y,,
Detail,OCCUR_SPAN_FROM_DATE_24,From date associated with OCCUR_SPAN_CODE_24.  Expected when corresponding OCCUR_SPAN_CODE is submitted. Segment Repeat.,Claim,"Date
YYYYMMDD",8,7072,7079,Y,663,Y,,
Detail,OCCUR_SPAN_TO_DATE_24,To date associated with OCCUR_SPAN_CODE_24.  Expected when corresponding OCCUR_SPAN_CODE is submitted. Segment Repeat.,Claim,"Date
YYYYMMDD",8,7080,7087,Y,664,Y,,
Detail,OCCUR_CODE_01,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.  (2300, HI01-4)",Claim,Text,2,7088,7089,Y,665,Y,,
Detail,OCCUR_DATE_01,"Date associated with OCCUR_CODE_01.  Expected when corresponding OCCUR_CODE is submitted.  (2300, HI01-4)",Claim,"Date
YYYYMMDD",8,7090,7097,Y,666,Y,,
Detail,OCCUR_CODE_02,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. (2300, HI02-2)",Claim,Text,2,7098,7099,Y,667,Y,,
Detail,OCCUR_DATE_02,"Date associated with OCCUR_CODE_02.  Expected when corresponding OCCUR_CODE is submitted.  (2300, HI02-4)",Claim,"Date
YYYYMMDD",8,7100,7107,Y,668,Y,,
Detail,OCCUR_CODE_03,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.   (2300, HI03-2)",Claim,Text,2,7108,7109,Y,669,Y,,
Detail,OCCUR_DATE_03,"Date associated with OCCUR_CODE_03.  Expected when corresponding OCCUR_CODE is submitted.   (2300, HI03-4)",Claim,"Date
YYYYMMDD",8,7110,7117,Y,670,Y,,
Detail,OCCUR_CODE_04,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.   (2300, HI04-2)",Claim,Text,2,7118,7119,Y,671,Y,,
Detail,OCCUR_DATE_04,"Date associated with OCCUR_CODE_04.  Expected when corresponding OCCUR_CODE is submitted.   (2300, HI04-4)",Claim,"Date
YYYYMMDD",8,7120,7127,Y,672,Y,,
Detail,OCCUR_CODE_05,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.   (2300, HI05-2)",Claim,Text,2,7128,7129,Y,673,Y,,
Detail,OCCUR_DATE_05,"Date associated with OCCUR_CODE_05.  Expected when corresponding OCCUR_CODE is submitted.  (2300, HI05-4)",Claim,"Date
YYYYMMDD",8,7130,7137,Y,674,Y,,
Detail,OCCUR_CODE_06,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.  (2300, HI06-2)",Claim,Text,2,7138,7139,Y,675,Y,,
Detail,OCCUR_DATE_06,"Date associated with OCCUR_CODE_06.  Expected when corresponding OCCUR_CODE is submitted.  (2300, HI06-4)",Claim,"Date
YYYYMMDD",8,7140,7147,Y,676,Y,,
Detail,OCCUR_CODE_07,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.  (2300, HI07-2)",Claim,Text,2,7148,7149,Y,677,Y,,
Detail,OCCUR_DATE_07,"Date associated with OCCUR_CODE_07.   Expected when corresponding OCCUR_CODE is submitted.  (2300, HI07-4)",Claim,"Date
YYYYMMDD",8,7150,7157,Y,678,Y,,
Detail,OCCUR_CODE_08,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.  (2300, HI08-2)",Claim,Text,2,7158,7159,Y,679,Y,,
Detail,OCCUR_DATE_08,"Date associated with OCCUR_CODE_08. Expected when corresponding OCCUR_CODE is submitted.  (2300, HI08-4)",Claim,"Date
YYYYMMDD",8,7160,7167,Y,680,Y,,
Detail,OCCUR_CODE_09,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.  (2300, HI09-2)",Claim,Text,2,7168,7169,Y,681,Y,,
Detail,OCCUR_DATE_09,"Date associated with OCCUR_CODE_09.  Expected when corresponding OCCUR_CODE is submitted.  (2300, HI09-4)",Claim,"Date
YYYYMMDD",8,7170,7177,Y,682,Y,,
Detail,OCCUR_CODE_10,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. (2300, HI10-2)",Claim,Text,2,7178,7179,Y,683,Y,,
Detail,OCCUR_DATE_10,"Date associated with OCCUR_CODE_10.  Expected when corresponding OCCUR_CODE is submitted.   (2300, HI10-4)",Claim,"Date
YYYYMMDD",8,7180,7187,Y,684,Y,,
Detail,OCCUR_CODE_11,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.  (2300, HI11-2)",Claim,Text,2,7188,7189,Y,685,Y,,
Detail,OCCUR_DATE_11,"Date associated with OCCUR_CODE_11.  Expected when corresponding OCCUR_CODE is submitted. (2300, HI11-4)",Claim,"Date
YYYYMMDD",8,7190,7197,Y,686,Y,,
Detail,OCCUR_CODE_12,"This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.  (2300, HI12-2)",Claim,Text,2,7198,7199,Y,687,Y,,
Detail,OCCUR_DATE_12,"Date associated with OCCUR_CODE_12.  Expected when corresponding OCCUR_CODE is submitted.  (2300, HI12-4)",Claim,"Date
YYYYMMDD",8,7200,7207,Y,688,Y,,
Detail,OCCUR_CODE_13,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.  Segment Repeat,Claim,Text,2,7208,7209,Y,689,Y,,
Detail,OCCUR_DATE_13,Date associated with OCCUR_CODE_13.  Expected when corresponding OCCUR_CODE is submitted.  Segment Repeat,Claim,"Date
YYYYMMDD",8,7210,7217,Y,690,Y,,
Detail,OCCUR_CODE_14,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. Segment Repeat,Claim,Text,2,7218,7219,Y,691,Y,,
Detail,OCCUR_DATE_14,Date associated with OCCUR_CODE_14. Expected when corresponding OCCUR_CODE is submitted.  Segment Repeat,Claim,"Date
YYYYMMDD",8,7220,7227,Y,692,Y,,
Detail,OCCUR_CODE_15,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. Segment Repeat,Claim,Text,2,7228,7229,Y,693,Y,,
Detail,OCCUR_DATE_15,Date associated with OCCUR_CODE_15.  Expected when corresponding OCCUR_CODE is submitted.  Segment Repeat,Claim,"Date
YYYYMMDD",8,7230,7237,Y,694,Y,,
Detail,OCCUR_CODE_16,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. Segment Repeat,Claim,Text,2,7238,7239,Y,695,Y,,
Detail,OCCUR_DATE_16,Date associated with OCCUR_CODE_16.  Expected when corresponding OCCUR_CODE is submitted.  Segment Repeat,Claim,"Date
YYYYMMDD",8,7240,7247,Y,696,Y,,
Detail,OCCUR_CODE_17,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. Segment Repeat,Claim,Text,2,7248,7249,Y,697,Y,,
Detail,OCCUR_DATE_17,Date associated with OCCUR_CODE_17.  Expected when corresponding OCCUR_CODE is submitted. Segment Repeat,Claim,"Date
YYYYMMDD",8,7250,7257,Y,698,Y,,
Detail,OCCUR_CODE_18,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. Segment Repeat,Claim,Text,2,7258,7259,Y,699,Y,,
Detail,OCCUR_DATE_18,Date associated with OCCUR_CODE_18.  Expected when corresponding OCCUR_CODE is submitted.  Segment Repeat,Claim,"Date
YYYYMMDD",8,7260,7267,Y,700,Y,,
Detail,OCCUR_CODE_19,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. Segment Repeat,Claim,Text,2,7268,7269,Y,701,Y,,
Detail,OCCUR_DATE_19,Date associated with OCCUR_CODE_19.  Expected when corresponding OCCUR_CODE is submitted. Segment Repeat,Claim,"Date
YYYYMMDD",8,7270,7277,Y,702,Y,,
Detail,OCCUR_CODE_20,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. Segment Repeat,Claim,Text,2,7278,7279,Y,703,Y,,
Detail,OCCUR_DATE_20,Date associated with OCCUR_CODE_20.  Expected when corresponding OCCUR_CODE is submitted. Segment Repeat.,Claim,"Date
YYYYMMDD",8,7280,7287,Y,704,Y,,
Detail,OCCUR_CODE_21,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days.,Claim,Text,2,7288,7289,Y,705,Y,,
Detail,OCCUR_DATE_21,Date associated with OCCUR_CODE_21.  Expected when corresponding OCCUR_CODE is submitted.  Segment Repeat,Claim,"Date
YYYYMMDD",8,7290,7297,Y,706,Y,,
Detail,OCCUR_CODE_22,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. Segment Repeat,Claim,Text,2,7298,7299,Y,707,Y,,
Detail,OCCUR_DATE_22,Date associated with OCCUR_CODE_22.  Expected when corresponding OCCUR_CODE is submitted.  Segment Repeat,Claim,"Date
YYYYMMDD",8,7300,7307,Y,708,Y,,
Detail,OCCUR_CODE_23,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. Segment Repeat,Claim,Text,2,7308,7309,Y,709,Y,,
Detail,OCCUR_DATE_23,Date associated with OCCUR_CODE_23.  Expected when corresponding OCCUR_CODE is submitted.  Segment Repeat,Claim,"Date
YYYYMMDD",8,7310,7317,Y,710,Y,,
Detail,OCCUR_CODE_24,This field defines the Occurrence Codes associated with this service.  These codes are used to record significant occurrences connected with claims that can affect benefits and payment.  The occurrence code is for a single date in time and does not span over multiple days. Segment Repeat,Claim,Text,2,7318,7319,Y,711,Y,,
Detail,OCCUR_DATE_24,Date associated with OCCUR_CODE_24.  Expected when corresponding OCCUR_CODE is submitted.  Segment Repeat,Claim,"Date
YYYYMMDD",8,7320,7327,Y,712,Y,,
Detail,DOCUMENT_CONTROL_NUMBER,The value in this field represents the client specific document control number.,Claim,Text,20,7328,7347,N,713,N,,
Detail,CLAIM_ATTACHMENT_TYPE_CODE,"This field indicates the title or contents of a document, report or supporting item.  Expected values are defined in the CMS 837 transaction.  (2300, PWK01)",Claim,Text,2,7348,7349,N,714,N,,
Detail,CLAIM_ATTACHMENT_TRANSMIT_CODE,"This field represents the code defining timing, transmission method or format by which reports are to be sent.  Expected values are defined in the CMS 837 transaction.  (2300, PWK02)",Claim,Text,2,7350,7351,N,715,N,,
Detail,CLAIM_ACN,"This field represents the code designating the system/method of code structure used for identification.  (2300, PWK05)",Claim,Text,80,7352,7431,N,716,N,,
Detail,CLAIM_ATTACHMENT_TYPE_CODE_01,"This field indicates the title or contents of a document, report or supporting item.  Expected values are defined in the CMS 837 transaction.  (2300, PWK01)",Claim,Text,2,7432,7433,N,717,N,,
Detail,CLAIM_ATTACHMENT_TRANSMIT_CODE_01,"This field represents the code defining timing, transmission method or format by which reports are to be sent.  Expected values are defined in the CMS 837 transaction.  (2300, PWK02)",Claim,Text,2,7434,7435,N,718,N,,
Detail,CLAIM_ACN_01,"This field represents the code designating the system/method of code structure used for identification.  (2300, PWK05)",Claim,Text,80,7436,7515,N,719,N,,
Detail,CLAIM_ATTACHMENT_TYPE_CODE_02,"This field indicates the title or contents of a document, report or supporting item.  Expected values are defined in the CMS 837 transaction.  (2300, PWK01)",Claim,Text,2,7516,7517,N,720,N,,
Detail,CLAIM_ATTACHMENT_TRANSMIT_CODE_02,"This field represents the code defining timing, transmission method or format by which reports are to be sent.  Expected values are defined in the CMS 837 transaction.  (2300, PWK02)",Claim,Text,2,7518,7519,N,721,N,,
Detail,CLAIM_ACN_02,"This field represents the code designating the system/method of code structure used for identification.  (2300, PWK05)",Claim,Text,80,7520,7599,N,722,N,,
Detail,CLAIM_ATTACHMENT_TYPE_CODE_03,"This field indicates the title or contents of a document, report or supporting item.  Expected values are defined in the CMS 837 transaction.  (2300, PWK01)",Claim,Text,2,7600,7601,N,723,N,,
Detail,CLAIM_ATTACHMENT_TRANSMIT_CODE_03,"This field represents the code defining timing, transmission method or format by which reports are to be sent.  Expected values are defined in the CMS 837 transaction.  (2300, PWK02)",Claim,Text,2,7602,7603,N,724,N,,
Detail,CLAIM_ACN_03,"This field represents the code designating the system/method of code structure used for identification.  (2300, PWK05)",Claim,Text,80,7604,7683,N,725,N,,
Detail,CLAIM_ATTACHMENT_TYPE_CODE_04,"This field indicates the title or contents of a document, report or supporting item.  Expected values are defined in the CMS 837 transaction.  (2300, PWK01)",Claim,Text,2,7684,7685,N,726,N,,
Detail,CLAIM_ATTACHMENT_TRANSMIT_CODE_04,"This field represents the code defining timing, transmission method or format by which reports are to be sent.  Expected values are defined in the CMS 837 transaction.  (2300, PWK02)",Claim,Text,2,7686,7687,N,727,N,,
Detail,CLAIM_ACN_04,"This field represents the code designating the system/method of code structure used for identification.  (2300, PWK05)",Claim,Text,80,7688,7767,N,728,N,,
Detail,CLAIM_ATTACHMENT_TYPE_CODE_05,"This field indicates the title or contents of a document, report or supporting item.  Expected values are defined in the CMS 837 transaction.  (2300, PWK01)",Claim,Text,2,7768,7769,N,729,N,,
Detail,CLAIM_ATTACHMENT_TRANSMIT_CODE_05,"This field represents the code defining timing, transmission method or format by which reports are to be sent.  Expected values are defined in the CMS 837 transaction.  (2300, PWK02)",Claim,Text,2,7770,7771,N,730,N,,
Detail,CLAIM_ACN_05,"This field represents the code designating the system/method of code structure used for identification.  (2300, PWK05)",Claim,Text,80,7772,7851,N,731,N,,
Detail,CLAIM_ATTACHMENT_TYPE_CODE_06,"This field indicates the title or contents of a document, report or supporting item.  Expected values are defined in the CMS 837 transaction.  (2300, PWK01)",Claim,Text,2,7852,7853,N,732,N,,
Detail,CLAIM_ATTACHMENT_TRANSMIT_CODE_06,"This field represents the code defining timing, transmission method or format by which reports are to be sent.  Expected values are defined in the CMS 837 transaction.  (2300, PWK02)",Claim,Text,2,7854,7855,N,733,N,,
Detail,CLAIM_ACN_06,"This field represents the code designating the system/method of code structure used for identification.  (2300, PWK05)",Claim,Text,80,7856,7935,N,734,N,,
Detail,CLAIM_ATTACHMENT_TYPE_CODE_07,"This field indicates the title or contents of a document, report or supporting item.  Expected values are defined in the CMS 837 transaction.  (2300, PWK01)",Claim,Text,2,7936,7937,N,735,N,,
Detail,CLAIM_ATTACHMENT_TRANSMIT_CODE_07,"This field represents the code defining timing, transmission method or format by which reports are to be sent.  Expected values are defined in the CMS 837 transaction.  (2300, PWK02)",Claim,Text,2,7938,7939,N,736,N,,
Detail,CLAIM_ACN_07,"This field represents the code designating the system/method of code structure used for identification.  (2300, PWK05)",Claim,Text,80,7940,8019,N,737,N,,
Detail,CLAIM_ATTACHMENT_TYPE_CODE_08,"This field indicates the title or contents of a document, report or supporting item.  Expected values are defined in the CMS 837 transaction.  (2300, PWK01)",Claim,Text,2,8020,8021,N,738,N,,
Detail,CLAIM_ATTACHMENT_TRANSMIT_CODE_08,"This field represents the code defining timing, transmission method or format by which reports are to be sent.  Expected values are defined in the CMS 837 transaction.  (2300, PWK02)",Claim,Text,2,8022,8023,N,739,N,,
Detail,CLAIM_ACN_08,"This field represents the code designating the system/method of code structure used for identification.  (2300, PWK05)",Claim,Text,80,8024,8103,N,740,N,,
Detail,CLAIM_ATTACHMENT_TYPE_CODE_09,"This field indicates the title or contents of a document, report or supporting item.  Expected values are defined in the CMS 837 transaction.  (2300, PWK01)",Claim,Text,2,8104,8105,N,741,N,,
Detail,CLAIM_ATTACHMENT_TRANSMIT_CODE_09,"This field represents the code defining timing, transmission method or format by which reports are to be sent.  Expected values are defined in the CMS 837 transaction.  (2300, PWK02)",Claim,Text,2,8106,8107,N,742,N,,
Detail,CLAIM_ACN_09,"This field represents the code designating the system/method of code structure used for identification.  (2300, PWK05)",Claim,Text,80,8108,8187,N,743,N,,
Detail,CLAIM_ATTACHMENT_TYPE_CODE_10,"This field indicates the title or contents of a document, report or supporting item.  Expected values are defined in the CMS 837 transaction.  (2300, PWK01)",Claim,Text,2,8188,8189,N,744,N,,
Detail,CLAIM_ATTACHMENT_TRANSMIT_CODE_10,"This field represents the code defining timing, transmission method or format by which reports are to be sent.  Expected values are defined in the CMS 837 transaction.  (2300, PWK02)",Claim,Text,2,8190,8191,N,745,N,,
Detail,CLAIM_ACN_10,"This field represents the code designating the system/method of code structure used for identification.  (2300, PWK05)",Claim,Text,80,8192,8271,N,746,N,,
Detail,ADJUSTMENT_NUMBER,"The value in this field provides information on how many adjustments have been made to the claim line (0 - original, greater than 0 indicates times adjusted).",Line,Text,1,8272,8272,N,747,N,,
Detail,ADJ_CODE_01,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored 'at this time.  This field is line level.",Line,Text,10,8273,8282,N,748,N,,
Detail,ADJ_TYPE_01,"This field defines the source of the line level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc. Expected if corresponding ADJ_CODE is present.",Line,Text,2,8283,8284,N,749,N,,
Detail,ADJUSTOR_ID_01,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted. Expected if corresponding ADJ_CODE is present.,Line,Text,20,8285,8304,N,750,N,,
Detail,ADJ_CODE_02,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is line level.",Line,Text,10,8305,8314,N,751,N,,
Detail,ADJ_TYPE_02,"This field defines the source of the line level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc. Expected if corresponding ADJ_CODE is present.",Line,Text,2,8315,8316,N,752,N,,
Detail,ADJUSTOR_ID_02,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted. Expected if corresponding ADJ_CODE is present.,Line,Text,20,8317,8336,N,753,N,,
Detail,ADJ_CODE_03,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is line level.",Line,Text,10,8337,8346,N,754,N,,
Detail,ADJ_TYPE_03,"This field defines the source of the line level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc. Expected if corresponding ADJ_CODE is present.",Line,Text,2,8347,8348,N,755,N,,
Detail,ADJUSTOR_ID_03,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted. Expected if corresponding ADJ_CODE is present.,Line,Text,20,8349,8368,N,756,N,,
Detail,ADJ_CODE_04,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is line level.",Line,Text,10,8369,8378,N,757,N,,
Detail,ADJ_TYPE_04,"This field defines the source of the line level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc. Expected if corresponding ADJ_CODE is present.",Line,Text,2,8379,8380,N,758,N,,
Detail,ADJUSTOR_ID_04,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted. Expected if corresponding ADJ_CODE is present.,Line,Text,20,8381,8400,N,759,N,,
Detail,ADJ_CODE_05,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is line level.",Line,Text,10,8401,8410,N,760,N,,
Detail,ADJ_TYPE_05,"This field defines the source of the line level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc. Expected if corresponding ADJ_CODE is present.",Line,Text,2,8411,8412,N,761,N,,
Detail,ADJUSTOR_ID_05,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted. Expected if corresponding ADJ_CODE is present.,Line,Text,20,8413,8432,N,762,N,,
Detail,ADJ_CODE_06,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is line level.",Line,Text,10,8433,8442,N,763,N,,
Detail,ADJ_TYPE_06,"This field defines the source of the line level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc. Expected if corresponding ADJ_CODE is present.",Line,Text,2,8443,8444,N,764,N,,
Detail,ADJUSTOR_ID_06,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding ADJ_CODE is present.,Line,Text,20,8445,8464,N,765,N,,
Detail,ADJ_CODE_07,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.",Line,Text,10,8465,8474,N,766,N,,
Detail,ADJ_TYPE_07,"This field defines the source of the line level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc. Expected if corresponding ADJ_CODE is present.",Line,Text,2,8475,8476,N,767,N,,
Detail,ADJUSTOR_ID_07,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding ADJ_CODE is present.,Line,Text,20,8477,8496,N,768,N,,
Detail,ADJ_CODE_08,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is line level.",Line,Text,10,8497,8506,N,769,N,,
Detail,ADJ_TYPE_08,"This field defines the source of the line level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding ADJ_CODE is present.",Line,Text,2,8507,8508,N,770,N,,
Detail,ADJUSTOR_ID_08,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding ADJ_CODE is present.,Line,Text,20,8509,8528,N,771,N,,
Detail,ADJ_CODE_09,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is line level.",Line,Text,10,8529,8538,N,772,N,,
Detail,ADJ_TYPE_09,"This field defines the source of the line level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding ADJ_CODE is present.",Line,Text,2,8539,8540,N,773,N,,
Detail,ADJUSTOR_ID_09,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding ADJ_CODE is present.,Line,Text,20,8541,8560,N,774,N,,
Detail,ADJ_CODE_10,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is line level.",Line,Text,10,8561,8570,N,775,N,,
Detail,ADJ_TYPE_10,"This field defines the source of the line level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding ADJ_CODE is present.",Line,Text,2,8571,8572,N,776,N,,
Detail,ADJUSTOR_ID_10,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding ADJ_CODE is present.,Line,Text,20,8573,8592,N,777,N,,
Detail,CLAIM_ADJUSTMENT_NUMBER,"The value in this field provides information on how many adjustments have been made to the claim (0 - original, greater than 0 indicates number of times adjusted).",Claim,Text,1,8593,8593,N,778,N,,
Detail,CLAIM_ADJ_CODE_01,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is claim level.",Claim,Text,10,8594,8603,N,779,N,,
Detail,CLAIM_ADJ_TYPE_01,"This field defines the source of the claim level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding CLAIM_ADJ_CODE is present.",Claim,Text,2,8604,8605,N,780,N,,
Detail,CLAIM_ADJUSTOR_ID_01,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding CLAIM_ADJ_CODE is present.,Claim,Text,20,8606,8625,N,781,N,,
Detail,CLAIM_ADJ_CODE_02,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is claim level.",Claim,Text,10,8626,8635,N,782,N,,
Detail,CLAIM_ADJ_TYPE_02,"This field defines the source of the claim level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding CLAIM_ADJ_CODE is present.",Claim,Text,2,8636,8637,N,783,N,,
Detail,CLAIM_ADJUSTOR_ID_02,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding CLAIM_ADJ_CODE is present.,Claim,Text,20,8638,8657,N,784,N,,
Detail,CLAIM_ADJ_CODE_03,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is claim level.",Claim,Text,10,8658,8667,N,785,N,,
Detail,CLAIM_ADJ_TYPE_03,"This field defines the source of the claim level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding CLAIM_ADJ_CODE is present.",Claim,Text,2,8668,8669,N,786,N,,
Detail,CLAIM_ADJUSTOR_ID_03,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding CLAIM_ADJ_CODE is present.,Claim,Text,20,8670,8689,N,787,N,,
