EDI LoopID.Segment,EDI Data Element Name,EDI Element Description,Usage,Enumeration Values,Sample values,Mapped to XSD element,HRP Element Description,Transformation Logic,Comments /Needs to review,
2010BA.NM104,,,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/insuranceInformation/subscriberInformation/subscriberName,Subscriber's full name,"Subscriber's full name concatenate
NM103,05,04,07 (Last,Middle,First,Suffix)",,
2010BA.NM105,Name Middle,Individual middle name or initial,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/middleName,Member Middle Name,,,
2010BA.NM105,,,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/insuranceInformation/subscriberInformation/segmentedName/middleName,Subscriber Middle Name,,If 2010CA.NM1  does not exist.,
2010BA.NM107,Name Suffix,Suffix,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/nameSuffix,Member name suffix,,If 2010CA.NM1  does not exist.,
2010BA.NM107,,,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/insuranceInformation/subscriberInformation/segmentedName/suffix,Subscriber name suffix,,,
2010BA.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code",S,"II :  Standard Unique Health Identifier for each Individual in the United States
MI  :  Member Identification Number",,,,,,
2010BA.NM109,Identification Code,Code identifying a party or other code / Subscriber Primary Identifier,S,000561005,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/submittedSubscriberId,"Submitted subscriber ID passed
through from external system.",Remove all special characters including space and map only the alphanumeric characters,,
2010BA.NM109,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/memberIdentificationNumber,Member HCC ID,"Remove all special characters including space and map only the alphanumeric characters
Only 2000C Loop doesn't exist",,
2010BA.NM109,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/insuranceInformation/subscriberInformation/identificationNumber,"Identification number of the subscribed individual. This number can be assigned by the Health Care Company, Medicare, or some other organization, and is used as part of the identification system in HealthRules",Remove all special characters including space and map only the alphanumeric characters,,
Segment - N3 Subscriber Address (Situational),,,,,,,,,,
2010BA.N301,Address Information,Address Information,R,4495 YUKON COURT APT 78,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/streetAddress,The first line of the street address.,,If 2010CA.N3  does not exist.,
,,,,,,institutionalClaim/insuranceInformation/subscriberInformation/streetAddress,,,,
2010BA.N302,Address Information,,S,,,,,,,
"Segment - N4 Subscriber City, State, ZIP Code (Situational)",,,,,,,,,,
2010BA.N401,City Name,Free-form text for city name,R,WHEAT RIDGE,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/cityName,city,,If 2010CA.N4  does not exist.,
,,,,,,institutionalClaim/insuranceInformation/subscriberInformation/cityName,,,,
2010BA.N402,State or Province Code,Code (Standard State/Province) as defined by appropriate government agency,S,CO,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/stateCode,State abbreviation,,If 2010CA.N4  does not exist.,
,,,,,,institutionalClaim/insuranceInformation/subscriberInformation/stateCode,,,,
2010BA.N403,Postal Code,Code defining international postal zone code excluding punctuation and blanks (zip code for United States),S,800333283,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/postalCode,zip code,,If 2010CA.N4  does not exist.,
,,,,,,institutionalClaim/insuranceInformation/subscriberInformation/postalCode,,,,
2010BA.N404,Country Code,Code identifying the country,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/countryCode,Country code,"Map ""US"" if no value present",If 2010CA.N4  does not exist.,
,,,,,,,,,,
2010BA.N407,Country Subdivision Code,Code identifying the country subdivision,S,,,institutionalClaim/insuranceInformation/subscriberInformation/countryCode/countryCode,Country code,"Map ""US"" if no value present",,
Segment - DMG Subscriber Demographic Information (Situational),,,,,,,,,,
2010BA.DMG01,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 :  Date Expressed in Format,,,,,,
2010BA.DMG02,Date Time Period,Date Time Period,R,YYYYMMDD,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/dateOfBirth,Member dateOfBirth,In the format YYYY-MM-DD,"If 2010CA.DMG  does not exist.

In the format YYYY-MM-DD",
2010BA.DMG03,Gender Code,Code indicating the sex of the individual,R,"F : Female
M : Male",,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/genderCode,genderCode,"M=Male, F=Female, U=Unknown",If 2010CA.DMG  does not exist.,
Segment - REF Subscriber Secondary Identification (Situational),,,,,,,,,,
2010BA.REF01,Reference Identification Qualifier,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",R,,,,,,,
2010BA.REF02,Reference Identification,Code qualifying the Reference Identification,R,,,,,,,
Segment - REF Property and Casualty Claim Number (Situational),,,,,,,,,,
2010BA.REF01,Reference Identification Qualifier,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",R,,,,,,,
2010BA.REF02,Reference Identification,Code qualifying the Reference Identification,R,,,,,,,
Loop 2010BB (Required) Loop Repeat: 1,,,,,,,,,,
Segment - NM1 Payer Name (Required),,,,,,,,,,
2010BB.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,PR -Payer,,,,,,
2010BB.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,2 :Non-Person Entity,,,,,,
2010BB.NM103,Name Last or Organization Name,Name Last or Organization Name,R,HealthPlan,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/insuranceInformation/payerInformation/payerName,"The name of the Payer, Exchange, etc",,,
2010BB.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code",R,"PI :  Payor Identification
XV : Centers for Medicare and Medicaid Services PlanID",,,,,,
2010BB.NM109,Identification Code,Code identifying a party or other code / Subscriber Primary Identifier,R,COACC,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/insuranceInformation/payerInformation/payerIdentificationNumber,"Identification number of the subscribed individual. This number can be assigned by the Health Care Company, Medicare, or some other organization, and is used as part of the identification system in HealthRules",,,
Segment - N3 Payer Address (Situational),,,,,,,,,,
2010BB.N301,Address Information,Address Information,R,PO BOX 17471,,,,,,
2010BB.N302,Address Information,Address Information,S,,,,,,,
"Segment - N4 Payer City, State, ZIP Code (Situational)",,,,,,,,,,
2010BB.N401,City Name,Free-form text for city name,R,DENVER,,,,,,
2010BB.N402,State or Province Code,Code (Standard State/Province) as defined by appropriate government agency,S,CO,,,,,,
2010BB.N403,Postal Code,Code defining international postal zone code excluding punctuation and blanks (zip code for United States),S,802170470,,,,,,
2010BB.N404,Country Code,Code identifying the country,S,,,,,,,
2010BB.N407,Country Subdivision Code,Code identifying the country subdivision,S,,,,,,,
Segment - REF Payer Secondary Identification (Situational),,,,,,,,,,
2010BB.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2010BB.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Segment - REF Billing Provider Secondary Identification (Situational),,,,,,,,,,
2010BB.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2010BB.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
2010BB.DMG03,Gender Code,,R,,,,,,,
"Loop 2000C - Patient Hierarchical Level (Situational)  In case of dependent claims (if the dependant is the patient ),  2000C loop will be there and the 2300 and 2400 loop will be below 2000C in that scenario)",,,,,,,,,,
Segment HL -  Patient Hierarchical Level (Situational),,,,,,,,,,
2000C.HL01,Hierarchical ID Number,"A unique number assigned by the sender to identify a particular data segment in
a hierarchical structure",R,,,,,,,
2000C.HL02,Hierarchical Parent ID Number,"Identification number of the next higher hierarchical data segment that the data
segment being described is subordinate to",R,,,,,,,
2000C.HL03,Hierarchical Level Code,Code defining the characteristic of a level in a hierarchical structure,R,"23 : Dependent (the information
in this HL applies to the patient when the subscriber
and the patient are not the same person)",,,,,,
2000C.HL04,Hierarchical Child Code,"Code indicating if there are hierarchical child data segments subordinate to the
level being described",R,"0 :  No Subordinate HL Segment in This Hierarchical
Structure",,,,,,
Segment PAT - Patient information,,,,,,,,,,
2000C.PAT01,Individual Relationship Code,Code indicating the relationship between two individuals or entities,R,"01 : Spouse
19 : Child
18:self
20 : Employee
21 : Unknown
39 : Organ Donor
40:  Cadaver Donor
53:  Life Partner
G8 : Other Relationship",,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/insuranceInformation/subscriberInformation/relationshipToSubscriberCode,,,,
Loop 2010CA - Patient Name (Situational)  Loop Repeat: 1,,,,,,,,,,
Segment - NM1 Patient Name (Required),,,,,,,,,,
2010CA.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,QC : Patient,,,,,,
2010CA.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,1: Person,,,,,,
2010CA.NM103,Name Last or Organization Name,Organization Name Last Name,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/lastName,,,,
2010CA.NM104,Name First,Patient  First Name,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/firstName,,,,
2010CA.NM104,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/memberName,,concatenate NM103/5/4/7,,
2010CA.NM105,Name Middle,Patient Middle Name or Initial,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/middleName,,,,
2010CA.NM107,Name Suffix,Patient Name Suffix,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/nameSuffix,,,,
Segment - N3 Patient Address (Situational),,,,,,,,,,
2010CA.N301,Address Information,Code identifying the Patient address,R,,1000 JACKSON ST,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/memberInformation/Street Address,,,,
