EDI LoopID.Segment,EDI Data Element Name,EDI Element Description,Usage,Enumeration Values,Sample values,"Mapped to
Integration PlusTable Name",Column Name,Column Desc,Comments
2310E.N403,Postal Code,"Code defining international postal zone code excluding punctuation and blanks
(zip code for United States)",S,,,,,,
2310E.N404,Country Code,Code identifying the country,S,,,,,,
2310E.N407,Country Subdivision Code,Code identifying the country subdivision,S,,,,,,
Segment - REF Service Facility Location Secondary Identification (Situational),,,,,,,,,
2310E.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"0B : State License Number
G2 :  Provider Commercial Number
1464 :  This code designates a proprietary provider number
for the destination payer identified in the Payer
Name loop, Loop ID-2010BB, associated with this
claim. This is to be used by all payers including:
Medicare, Medicaid, Blue Cross, etc.
LU :  Location Number",,,,,
2310E.REF02,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",R,,,,,,
Loop 2310F (Situational),,,,,,,,,
Segment - NM1 Referring Provider Name (Situational),,,,,,,,,
2310F.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,DN : Referring Provider,,,,,
2310F.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,1 Person,,,,,
2310F.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_REFERRING_PROVIDER_LAST_NAME,,
2310F.NM104,Name First,Individual first name,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_REFERRING_PROVIDER_FIRST_NAME,,
2310F.NM105,Name Middle,Individual middle name or initial,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_REFERRING_PROVIDER_MIDDLE_NAME,,
2310F.NM107,Name Suffix,Suffix to individual name,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_REFERRING_PROVIDER_NAME_SUFFIX,,
2310F.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code (67)",S,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,
2310F.NM109,Identification Code,Code identifying a party or other code,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_REFERRING_PROVIDER_IDENTIFICATION_CODE,,
Segment - REF Referring Provider Secondary Identification (Situational),,,,,,,,,
2310F.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,
2310F.REF02,Reference Identification,,R,,,,,,
Loop 2320 (Situational),,A record is inserted into SUBMITTED_CLAIM_OTHER_SUBSCRIBER  table for each occurrence of 2320 loop.,,,,,,,
Segment - SBR Other Subscriber Information (Situational),,,,,,,,,
2320.SBR01,Payer Responsibility Sequence Number Code,"Code identifying the insurance carrier’s level of responsibility for a payment of a
claim",R,"A Payer Responsibility Four
B Payer Responsibility Five
C Payer Responsibility Six
D Payer Responsibility Seven
E Payer Responsibility Eight
F Payer Responsibility Nine
G Payer Responsibility Ten
H Payer Responsibility Eleven
P Primary
S Secondary
T Tertiary
U Unknown",,,,,
2320.SBR02,Individual Relationship Code,Code indicating the relationship between two individuals or entities,R,"01 Spouse
18 Self
19 Child
20 Employee
21 Unknown
39 Organ Donor
40 Cadaver Donor
53 Life Partner
G8 Other Relationship",18,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,RELATIONSHIP_TO_INSURED,Relationship to insured subscriber,
2320.SBR03,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier/Insured Group or Policy Number",S,,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,INSURED_GROUP_NUMBER,,
2320.SBR04,Name,Free-form name,S,,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,OTHER_INSURED_GROUP_NAME,,
2320.SBR09,Claim Filing Indicator Code,Code identifying type of claim,S,"MA Medicare Part A
MB Medicare Part B
MC Medicaid
OF Other Federal Program",,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,CLAIM_FILLING_INDICATOR,,
Segment - CAS Claim Level Adjustments (Situational),,,,,,,,,
2320.CAS01,Claim Adjustment Group Code,Code identifying the general category of payment adjustment,R,"CO : Contractual Obligations
CR : Correction and Reversals
OA : Other adjustments
PI : Payor Initiated Reductions
PR : Patient Responsibility",,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE,,
2320.CAS02,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_REASON_CODE_1,,
2320.CAS03,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_AMT_1,,
2320.CAS04,Quantity,Numeric value of quantity,S,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_QTY_1,,
2320.CAS05,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_REASON_CODE_2,,
2320.CAS06,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_AMT_2,,
2320.CAS07,Quantity,Numeric value of quantity,S,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_QTY_2,,
2320.CAS08,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_REASON_CODE_3,,
2320.CAS09,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_AMT_3,,
2320.CAS10,Quantity,Numeric value of quantity,S,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_QTY_3,,
2320.CAS11,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_REASON_CODE_4,,
2320.CAS12,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_AMT_4,,
2320.CAS13,Quantity,Numeric value of quantity,S,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_QTY_4,,
2320.CAS14,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_REASON_CODE_5,,
2320.CAS15,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_AMT_5,,
2320.CAS16,Quantity,Numeric value of quantity,S,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_QTY_5,,
2320.CAS17,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_REASON_CODE_6,,
2320.CAS18,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_AMT_6,,
2320.CAS19,Quantity,Numeric value of quantity,S,,,SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,CLAIM_ADJUSTMENT_GROUP_CODE.CLAIM_ADJUSTMENT_QTY_6,,
Segment - AMT Coordination of Benefits (COB) Payer Paid Amount (Situational),,,,,,,,,
2320.AMT01,Amount Qualifier Code,Code to qualify amount,R,D : Payor Amount Paid,,,,,
2320.AMT02,Monetary Amount,Monetary amount,R,,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,PAYER_AMOUNT_PAID,,
Segment - AMT Remaining Patient Liability (Situational),,,,,,,,,
2320.AMT01,Amount Qualifier Code,Code to qualify amount,R,EAF Amount Owed,,,,,
2320.AMT02,Monetary Amount,Monetary amount,R,,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,REMAINING_PATIENT_LIABILITY,,
Segment - AMT Coordination of Benefits (COB) Total Non-covered Amount (Situational),,,,,,,,,
2320.AMT01,Amount Qualifier Code,Code to qualify amount,R,A8 : Noncovered Charges - Actual,,,,,
2320.AMT02,Monetary Amount,Monetary amount,R,,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,NONCOVERED_CHARGES,,
Segment - OI Other Insurance Coverage Information (Required),,,,,,,,,
2320.OI03,Yes/No Condition or Response Code,Code indicating a Yes or No condition or response,R,"N : No
W : Not Applicable
1563 Use code ‘W’ when the patient refuses to assign
benefits.
Y :  Yes",,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,BENEFITS_ASSIGNMENT_CERTIFICATION_INDICATOR,Benefits assignment certification indicator,
2320.OI06,Release of Information Code,Code indicating whether the provider has on file a signed statement by the patient authorizing the release of medical data to other organizations,R,"I  : Informed Consent to Release Medical Information
for Conditions or Diagnoses Regulated by Federal
Statutes
488 Required when the provider has not collected a
signature AND state or federal laws do not require a
signature be collected.
Y : Yes, Provider has a Signed Statement Permitting
Release of Medical Billing Data Related to a Claim
489 Required when the provider has collected a
signature.
OR
Required when state or federal laws require a
signature be collected.",,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,INFORMATION_RELEASE_CERTIFICATION_INDICATOR,Information release certification indicator,
Segment - MIA Inpatient Adjudication Information (Situational)                    A record is inserted into SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO  table for each occurrence of MIA segment.,,,,,,,,,
2320.MIA01,Quantity,Numeric value of quantity,R,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,COVERED_DAYS_OR_VISITS_COUNT,Covered days or number of visits,
2320.MIA03,Quantity,Numeric value of quantity,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,LIFETIME_PSYCHIATRIC_DAYS_COUNT,,
2320.MIA04,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,CLAIM_DRG_AMOUNT,,
2320.MIA05,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,CLAIM_PAYMENT_REMARK_CODE,Claim payment remark code,
2320.MIA06,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,CLAIM_DISPROPORTIONATE_SHARE_AMOUNT,Claim Disproportionate Share AMOUNT,
2320.MIA07,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,CLAIM_MSP_PASS_THROUGH_AMOUNT,,
2320.MIA08,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,CLAIM_PPS_CAPITAL_AMOUNT,Clam PPS capital amount,
2320.MIA09,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,PPS_CAPITAL_FSP_DRG_AMOUNT,,
2320.MIA10,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,PPS_CAPITAL_HSP_DRG_AMOUNT,,
2320.MIA11,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,PPS_CAPITAL_DSH_DRG_AMOUNT,,
2320.MIA12,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,OLD_CAPITAL_AMOUNT,Old capital amount,
2320.MIA13,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,PPS_CAPITAL_IME_AMOUNT,,
2320.MIA14,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,PPS_OPERATING_HOSPITAL_SPECIFIC_DRG_AMOUNT,,
2320.MIA15,Quantity,Numeric value of quantity,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,COST_REPORT_DAY_COUNT,,
2320.MIA16,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,PPS_OPERATING_FEDERAL_SPECIFIC_DRG_AMOUNT,,
2320.MIA17,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,CLAIM_PPS_CAPITAL_OUTLIER_AMOUNT,Claim PPS capital outlier amount,
2320.MIA18,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,CLAIM_INDIRECT_TEACHING_AMOUNT,Claim indirect teaching amount,
2320.MIA19,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,NON_PAYABLE_PROFESSIONAL_COMPONENT_BILLED_AMOUNT,Non payable proffesional component billed amount,
2320.MIA20,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,CLAIM_PAYMENT_REMARK_CODE_1,Claim payment remark code 1,
2320.MIA21,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,CLAIM_PAYMENT_REMARK_CODE_2,Claim payment remark code 2,
2320.MIA22,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,CLAIM_PAYMENT_REMARK_CODE_3,Claim payment remark code 3,
2320.MIA23,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,CLAIM_PAYMENT_REMARK_CODE_4,Claim payment remark code 4,
2320.MIA24,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_INPATIENT_INFO,PPS_CAPITAL_EXCEPTION_AMOUNT,,
Segment - MOA Outpatient Adjudication Information (Situational)                       A record is inserted into SUBMITTED_CLAIM_MEDICARE_OUTPATIENT_INFO  table for each occurrence of MOA segment.,,,,,,,,,
2320.MOA01,Percentage as Decimal,"Percentage expressed as a decimal (e.g., 0.0 through 1.0 represents 0% through
100%)",S,,,SUBMITTED_CLAIM_MEDICARE_OUTPATIENT_INFO.,REIMBURSEMENT_RATE,Reimbulsement rate,
2320.MOA02,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_OUTPATIENT_INFO.,HCPCS_PAYABLE_AMOUNT,HCPCS payable amount,
2320.MOA03,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,SUBMITTED_CLAIM_MEDICARE_OUTPATIENT_INFO.,CLAIM_PAYMENT_REMARK_CODE_1,Claim payment remark code 1,
2320.MOA04,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,SUBMITTED_CLAIM_MEDICARE_OUTPATIENT_INFO.,CLAIM_PAYMENT_REMARK_CODE_2,Claim payment remark code 2,
2320.MOA05,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,SUBMITTED_CLAIM_MEDICARE_OUTPATIENT_INFO.,CLAIM_PAYMENT_REMARK_CODE_3,Claim payment remark code 3,
2320.MOA06,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,SUBMITTED_CLAIM_MEDICARE_OUTPATIENT_INFO.,CLAIM_PAYMENT_REMARK_CODE_4,Claim payment remark code 4,
2320.MOA07,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,SUBMITTED_CLAIM_MEDICARE_OUTPATIENT_INFO.,CLAIM_PAYMENT_REMARK_CODE_5,Claim payment remark code 5,
2320.MOA08,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_OUTPATIENT_INFO.,ESRD_PAYMENT_AMOUNT,ESRD payment amount,
2320.MOA09,Monetary Amount,Monetary Amount,S,,,SUBMITTED_CLAIM_MEDICARE_OUTPATIENT_INFO.,NON_PAYABLE_PROF_COMP_BILLED_AMOUNT,,
Loop 2330A(Situational),,,,,,,,,
Segment - NM1 Other Subscriber Name (Required),,,,,,,,,
2330A.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,IL : Insured or Subscriber,,,,,
2330A.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,"1 : Person
2 : Non-Person Entity",,,,,
2330A.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,OTHER_INSURED_LAST_NAME,,
2330A.NM104,Name First,Individual first name,S,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,OTHER_INSURED_FIRST_NAME,,
2330A.NM105,Name Middle,Individual middle name or initial,S,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,OTHER_INSURED_MIDDLE_NAME,,
2330A.NM107,Name Suffix,Suffix to individual name,S,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,OTHER_INSURED_NAME_SUFFIX,,
2330A.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code (",R,PI  : Payor Identification,,,,,
2330A.NM109,Identification Code,Code identifying a party or other code,R,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,OTHER_INSURED_INDENTIFICATION_CODE,,
Segment - N3 Other Subscriber Address (Situational),,,,,,,,,
2330A.N301,Address Information,Address Information,R,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,"OTHER_INSURED_ADDRESS_LINE_1
Other Insured Subscriber Address Line1",Other Insured Subscriber Address Line1,
2330A.N302,Address Information,Address Information,S,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,"OTHER_INSURED_ADDRESS_LINE_2
Other Insured Subscriber Address Line2",Other Insured Subscriber Address Line2,
Segment - N4 Other Subscriber City/State/ZIP Code (Situational),,,,,,,,,
2330A.N401,City Name,Free-form text for city name,R,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,OTHER_INSURED_CITY,Other Insured Subscriber City,
2330A.N402,State or Province Code,Code (Standard State/Province) as defined by appropriate government agency,S,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,OTHER_INSURED_STATE,Other Insured Subscriber State,
2330A.N403,Postal Code,"Code defining international postal zone code excluding punctuation and blanks
(zip code for United States)",S,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,OTHER_INSURED_ZIP,Other Insured Subscriber Zip,
2330A.N404,Country Code,Code identifying the country,S,,,,,,
2330A.N407,Country Subdivision Code,Code identifying the country subdivision,S,,,,,,
Segment - REF Other Subscriber Secondary Information (Situational),,,,,,,,,
2330A.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,
2330A.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,SUBMITTED_CLAIM_OTHER_SUBSCRIBER,OTHER_INSURED_ADDITIONAL_IDENTIFIER,"Other insured additional identifier
when we have multiple REF02 map the first instance",
Loop 2330B(Situational),,,,A record is inserted into SUBMITTED_CLAIM_OTHER_PAYER  table for each occurrence of 2330B loop.,,,,,
Segment - NM1 Other Payer Name (Required),,,,,,,,,
2330B.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,PR: Payer,,,,,
2330B.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,2 :  Non-Person Entity,,,,,
2330B.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,,SUBMITTED_CLAIM_OTHER_PAYER,CLAIM_OTHER_PAYER_NAME,,
2330B.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code",R,,,,,,
2330B.NM109,Identification Code,Code identifying a party or other code,R,,,"SUBMITTED_CLAIM_OTHER_PAYER, SUBMITTED_CLAIM_LEVEL_ADJUSTMENTS,",OTHER_PAYER_PRIMARY_IDENTIFIER,Other payor primary identifier,
Segment - N3 Other Payer Address (Situational),,,,,,,,,
2330B.N301,Address Information,Address Information,R,,,SUBMITTED_CLAIM_OTHER_PAYER,CLAIM_OTHER_PAYER_ADD_1,,
2330B.N302,Address Information,Address Information,S,,,SUBMITTED_CLAIM_OTHER_PAYER,CLAIM_OTHER_PAYER_ADD_2,,
Segment - N4 Other Payer City/State/ZIP Code (Situational),,,,,,,,,
2330B.N401,City Name,Free-form text for city name,R,,,SUBMITTED_CLAIM_OTHER_PAYER,CLAIM_OTHER_PAYER_CITY,,
2330B.N402,State or Province Code,Code (Standard State/Province) as defined by appropriate government agency,S,,,SUBMITTED_CLAIM_OTHER_PAYER,CLAIM_OTHER_PAYER_STATE,,
2330B.N403,Postal Code,"Code defining international postal zone code excluding punctuation and blanks
(zip code for United States)",S,,,SUBMITTED_CLAIM_OTHER_PAYER,CLAIM_OTHER_PAYER_ZIP,,
2330B.N404,Country Code,Code identifying the country,S,,US,SUBMITTED_CLAIM_OTHER_PAYER,CLAIM_OTHER_PAYER_COUNTRY,,
2330B.N407,Country Subdivision Code,Code identifying the country subdivision,S,,,,,,
Segment - DTP Claim Check or Remittance Date (Situational),,,,,,,,,
2330B.DTP01,Date/Time Qualifier,"Code specifying type of date or time, or both date and time",R,573 : Date Claim Paid,,,,,
2330B.DTP02,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 :Date Expressed in Format CCYYMMDD,,,,,
2330B.DTP03,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,SUBMITTED_CLAIM_OTHER_PAYER,ADJUDICATION_OR_PAYMENT_DATE,Adjuntication or payment date,
Segment - REF Other Payer Secondary Identifier (Situational),,,,,,,,,
2330B.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"2U: Payer Identification Number
EI: Employer’s Identification Number

FY: Claim Office Number
NF: National Association of Insurance Commissioners
(NAIC) Code",,,,,
2330B.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",,,,,
Segment - REF Other Payer Prior Authorization Number (Situational),,,,,,,,,
2330B.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,G1: Prior Authorization Number,,,,,
2330B.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,
Segment - REF Other Payer Referral Number (Situational),,,,,,,,,
2330B.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,9F : Referral Number,,,,,
2330B.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,
Segment - REF Other Payer Claim Adjustment Indicator (Situational),,,,,,,,,
2330B.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,T4 : Signal Code,,,,,
2330B.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,
Segment - REF Other Payer Claim Control Number (Situational),,,,,,,,,
2330B.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,F8 : Original Reference Number,,,,,
2330B.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,SUBMITTED_CLAIM_OTHER_PAYER,CLAIM_OTHER_PAYER_CONTROL_NUMBER,,
Loop 2330C (Situational),,,,,,,,,
Segment - NM1 Other Payer Attending Provider (Situational),,,,,,,,,
2330C.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,71 : Attending Physician,,,,,
2330C.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,1 :Person,,,,,
Segment - REF Other Payer Attending Provider Secondary Identification (Required),,,,,,,,,
2330C.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"0B :State License Number
1G: Provider UPIN Number
1555
G2 :Provider Commercial Number
LU Location Number",,,,,
2330C.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,
Loop 2330D (Situational),,,,,,,,,
Segment - NM1 Other Payer Operating Physician (Situational),,,,,,,,,
2330D.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,,,,,,
2330D.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,,,,,,
Segment - REF Other Payer Operating Physician Secondary Identification (Required),,,,,,,,,
2330D.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,
2330D.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,
Loop 2330E (Situational),,,,,,,,,
Segment - NM1 Other Payer Other Operating Physician (Situational),,,,,,,,,
2330E.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,,,,,,
2330E.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,,,,,,
Segment - REF Other Payer Other Operating Physician Secondary Identification (Required),,,,,,,,,
2330E.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,
2330E.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,
Loop 2330F (Situational),,,,,,,,,
Segment - NM1 Other Payer Service Facility Location (Situational),,,,,,,,,
2330F.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,,,,,,
2330F.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,,,,,,
Segment - REF Other Payer Service Facility Location Identification (Required),,,,,,,,,
2330F.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,
2330F.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,
Loop 2330G (Situational),,,,,,,,,
Segment - NM1 Other Payer Rendering Provider Name (Situational),,,,,,,,,
2330G.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,,,,,,
2330G.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,,,,,,
Segment - REF Other Payer Rendering Provider Secondary Identification (Required),,,,,,,,,
